Status,Data,Código do Item,CNPJ,Razão Social,Descrição do Item,Unidade de Fornecimento,Quantidade,Valor Unitário,Valor Total do Item
Encerrado,23 de dez. de 2020,1603530600032202000030,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,240,278.4,66816
Encerrado,23 de dez. de 2020,1603530600032202000005,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,132,468.84,61886.88
Encerrado,23 de dez. de 2020,1603530600032202000009,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,300,203.22,60966
Encerrado,23 de dez. de 2020,1603530600032202000014,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,2430,21.35,51880.5
Encerrado,23 de dez. de 2020,1603530600032202000019,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,96,500.7,48067.2
Encerrado,23 de dez. de 2020,1603530600032202000024,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,1800,25.77,46386
Encerrado,23 de dez. de 2020,1603530600032202000042,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,480,86.89,41707.2
Encerrado,23 de dez. de 2020,1603530600032202000002,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,162,242.99,39364.38
Encerrado,23 de dez. de 2020,1603530600032202000034,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,60,631.68,37900.8
Encerrado,23 de dez. de 2020,1603530600032202000008,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,24,1546.27,37110.48
Encerrado,23 de dez. de 2020,1603530600032202000037,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,192,176.72,33930.24
Encerrado,23 de dez. de 2020,1603530600032202000025,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,1800,18.56,33408
Encerrado,23 de dez. de 2020,1603530600032202000038,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,600,55.68,33408
Encerrado,23 de dez. de 2020,1603530600032202000054,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,6000,4.99,29940
Encerrado,23 de dez. de 2020,1603530600032202000051,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,72,398.4,28684.8
Encerrado,23 de dez. de 2020,1603530600032202000028,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,312,91.3,28485.6
Encerrado,23 de dez. de 2020,1603530600032202000012,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,420,67.74,28450.8
Encerrado,23 de dez. de 2020,1603530600032202000043,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,144,177.6,25574.4
Encerrado,23 de dez. de 2020,1603530600032202000058,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,"LOCAÇÃO DE EQUIPAMENTO AUDIOVISUAL , SOM , VÍDEO , FILMAGEM",UNIDADE,12,2131.2,25574.4
Encerrado,23 de dez. de 2020,1603530600032202000039,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,48,494.4,23731.2
Encerrado,23 de dez. de 2020,1603530600032202000055,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,144,132.48,19077.12
Encerrado,23 de dez. de 2020,1603530600032202000047,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,660,28.8,19008
Encerrado,23 de dez. de 2020,1603530600032202000045,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,30,618.51,18555.3
Encerrado,23 de dez. de 2020,1603530600032202000021,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,36,471.24,16964.64
Encerrado,23 de dez. de 2020,1603530600032202000041,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,108,154.63,16700.04
Encerrado,23 de dez. de 2020,1603530600032202000044,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,16,1038.21,16611.36
Encerrado,23 de dez. de 2020,1603530600032202000004,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,120,136.96,16435.2
Encerrado,23 de dez. de 2020,1603530600032202000026,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,270,57.43,15506.1
Encerrado,23 de dez. de 2020,1603530600032202000006,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,36,382.89,13784.04
Encerrado,23 de dez. de 2020,1603530600032202000035,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,300,38.29,11487
Encerrado,23 de dez. de 2020,1603530600032202000016,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,12,927.76,11133.12
Encerrado,23 de dez. de 2020,1603530600032202000007,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,792,13.25,10494
Encerrado,23 de dez. de 2020,1603530600032202000011,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,42,235.2,9878.4
Encerrado,23 de dez. de 2020,1603530600032202000010,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,60,161.99,9719.4
Encerrado,23 de dez. de 2020,1603530600032202000003,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,12,751.05,9012.6
Encerrado,23 de dez. de 2020,1603530600032202000033,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,72,125.17,9012.24
Encerrado,23 de dez. de 2020,1603530600032202000032,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,6,1420.8,8524.8
Encerrado,23 de dez. de 2020,1603530600032202000029,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,156,34.56,5391.36
Encerrado,23 de dez. de 2020,1603530600032202000036,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,372,13.44,4999.68
Encerrado,23 de dez. de 2020,1603530600032202000059,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,"LOCAÇÃO DE EQUIPAMENTO AUDIOVISUAL , SOM , VÍDEO , FILMAGEM",UNIDADE,6,791.04,4746.24
Encerrado,23 de dez. de 2020,1603530600032202000048,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,12,302.4,3628.8
Encerrado,23 de dez. de 2020,1603530600032202000049,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE ENERGIA ININTERRUPTA (NOBREAK),UNIDADE,12,206.17,2474.04
Encerrado,23 de dez. de 2020,1603530600032202000015,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE EQUIPAMENTO - ALARME,UNIDADE,42,57.43,2412.06
Encerrado,23 de dez. de 2020,1603530600032202000050,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,66,34.56,2280.96
Encerrado,23 de dez. de 2020,1603530600032202000046,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO BENS MÓVEIS,UNIDADE,6,264,1584
Encerrado,23 de dez. de 2020,1603530600032202000057,8800285000157,AGORA PRODUCAO DE EVENTOS LTDA,LOCAÇÃO DE MOBILIÁRIO HOSPITALAR,UNIDADE,18,84.48,1520.64
Encerrado,22 de dez. de 2020,1601920600058202000001,34346979000176,AGOS B2G COMERCIAL E SERVICOS EM LICITACOES EIRELI,ÁLCOOL ETÍLICO,GALÃO,251,47.65,11960.15
Encerrado,17 de dez. de 2020,1603990600244202000001,2988857000197,GLOBALMED SUPORTE DE MATERIAL TERAPEUTICO LTDA,VENTILADOR NÃO INVASIVO,UNIDADE,3,39185.27,117555.81
Encerrado,17 de dez. de 2020,1603990600245202000001,2988857000197,GLOBALMED SUPORTE DE MATERIAL TERAPEUTICO LTDA,TUBO SUPRAGLÓTICO,UNIDADE,60,962.04,57722.4
Encerrado,15 de dez. de 2020,1603570600109202000001,93476489000153,DEONIR MARTINI,CARIMBO DATADOR,UNIDADE,10,53.8,538
Encerrado,15 de dez. de 2020,1603570600109202000007,93476489000153,DEONIR MARTINI,TESOURA,UNIDADE,10,19.9,199
Encerrado,15 de dez. de 2020,1603570600109202000004,93476489000153,DEONIR MARTINI,FITA ADESIVA,UNIDADE,30,3.9,117
Encerrado,15 de dez. de 2020,1603570600109202000008,93476489000153,DEONIR MARTINI,PASTA ARQUIVO,UNIDADE,40,2.9,116
Encerrado,15 de dez. de 2020,1603570600109202000002,93476489000153,DEONIR MARTINI,CANETA ESFEROGRÁFICA,UNIDADE,100,1,100
Encerrado,15 de dez. de 2020,1603570600109202000006,93476489000153,DEONIR MARTINI,ESTILETE,UNIDADE,33,1.8,59.4
Encerrado,15 de dez. de 2020,1603570600109202000005,93476489000153,DEONIR MARTINI,CLIPE,CAIXA,10,3.9,39
Encerrado,15 de dez. de 2020,1603570600109202000003,93476489000153,DEONIR MARTINI,LÁPIS DERMOGRÁFICO,UNIDADE,50,0.4,20
Encerrado,11 de dez. de 2020,1603230600108202000001,31431440000127,S 3 COMERCIAL 2020 EIRELI,CLORETO DE SÓDIO,BOLSA,180,2.61,469.8
Encerrado,11 de dez. de 2020,1603230600109202000001,31431440000127,S 3 COMERCIAL 2020 EIRELI,CLORETO DE SÓDIO,BOLSA,150,2.61,391.5
Encerrado,10 de dez. de 2020,1603230600106202000001,31431440000127,S 3 COMERCIAL 2020 EIRELI,BICARBONATO DE SÓDIO,FRASCO,490,29,14210
Encerrado,10 de dez. de 2020,1603230600107202000001,31431440000127,S 3 COMERCIAL 2020 EIRELI,CLORETO DE SÓDIO,BOLSA,2160,2.61,5637.6
Encerrado,10 de dez. de 2020,1603230600107202000002,31431440000127,S 3 COMERCIAL 2020 EIRELI,CLORETO DE SÓDIO,BOLSA,910,1.99,1810.9
Encerrado,4 de dez. de 2020,1600880600036202000001,27229900000161,MEDIALL BRASIL S.A.,PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO,UNIDADE,1,3373830,3373830
Encerrado,4 de dez. de 2020,1604820600070202000002,17206992000100,A. F. P. COSTA,OUTSOURCING DE  IMPRESSÃO - LOCAÇÃO DE EQUIPAMENTO - MONOCROMÁTICO A4 DE 31 A 45 PPM,UNIDADE,18,245,4410
Encerrado,4 de dez. de 2020,1604820600070202000004,17206992000100,A. F. P. COSTA,OUTSOURCING DE IMPRESSÃO - LOCAÇÃO PÁGINAS IMPRESSAS A4 MONOCROMÁTICA COM PAPEL,PÁGINA,54000,0.06,3240
Encerrado,4 de dez. de 2020,1604820600070202000003,17206992000100,A. F. P. COSTA,OUTSOURCING DE IMPRESSÃO - LOCAÇÃO PÁGINAS IMPRESSAS A4 POLICROMÁTICA COM PAPEL,PÁGINA,4113,0.4,1645.2
Encerrado,4 de dez. de 2020,1604820600070202000001,17206992000100,A. F. P. COSTA,OUTSOURCING DE  IMPRESSÃO - LOCAÇÃO DE EQUIPAMENTO - POLICROMÁTICO A4 ACIMA DE 40 PPM,UNIDADE,3,300,900
Encerrado,25 de nov. de 2020,1601490600157202000001,10396394000100,DIAGNOLAB LABORATORIOS LTDA,REAGENTE PARA DIAGNÓSTICO CLÍNICO 7,TESTE,200,56,11200
Encerrado,25 de nov. de 2020,1601490600156202000001,9100467000188,W.N. DIAGNOSTICA EIRELI,REAGENTE PARA DIAGNÓSTICO CLÍNICO 7,TESTE,100,16,1600
Encerrado,9 de nov. de 2020,1603530600017202000024,10159093000236,VIMEZER FORNC DE SERV LTDA,QUADRO DISTRIBUIÇÃO,UNIDADE,20,510,10200
Encerrado,9 de nov. de 2020,1603530600017202000017,10159093000236,VIMEZER FORNC DE SERV LTDA,ELETRODUTO,METRO,300,27.33,8199
Encerrado,9 de nov. de 2020,1603530600017202000026,10159093000236,VIMEZER FORNC DE SERV LTDA,DISJUNTOR BAIXA TENSÃO,UNIDADE,10,800,8000
Encerrado,9 de nov. de 2020,1603530600017202000001,10159093000236,VIMEZER FORNC DE SERV LTDA,CABO ELÉTRICO FLEXÍVEL,METRO,3000,2.49,7470
Encerrado,9 de nov. de 2020,1603530600017202000021,10159093000236,VIMEZER FORNC DE SERV LTDA,DISJUNTOR ALTA TENSÃO,UNIDADE,20,309,6180
Encerrado,9 de nov. de 2020,1603530600017202000020,10159093000236,VIMEZER FORNC DE SERV LTDA,QUADRO DISTRIBUIÇÃO,UNIDADE,20,275,5500
Encerrado,9 de nov. de 2020,1603530600017202000007,10159093000236,VIMEZER FORNC DE SERV LTDA,ELETRODUTO,METRO,200,27,5400
Encerrado,9 de nov. de 2020,1603530600017202000030,10159093000236,VIMEZER FORNC DE SERV LTDA,CONECTOR DERIVAÇÃO,UNIDADE,400,12,4800
Encerrado,9 de nov. de 2020,1603530600017202000013,10159093000236,VIMEZER FORNC DE SERV LTDA,CABO ELÉTRICO FLEXÍVEL,METRO,750,4.55,3412.5
Encerrado,9 de nov. de 2020,1603530600017202000005,10159093000236,VIMEZER FORNC DE SERV LTDA,CONDULETE,UNIDADE,500,6.5,3250
Encerrado,9 de nov. de 2020,1603530600017202000029,10159093000236,VIMEZER FORNC DE SERV LTDA,CONECTOR DERIVAÇÃO,UNIDADE,400,7.5,3000
Encerrado,9 de nov. de 2020,1603530600017202000019,10159093000236,VIMEZER FORNC DE SERV LTDA,QUADRO DISTRIBUIÇÃO,UNIDADE,10,255,2550
Encerrado,9 de nov. de 2020,1603530600017202000015,10159093000236,VIMEZER FORNC DE SERV LTDA,ELETRODUTO,METRO,1000,2.43,2430
Encerrado,9 de nov. de 2020,1603530600017202000008,10159093000236,VIMEZER FORNC DE SERV LTDA,GANCHO DE CARGA,UNIDADE,200,10,2000
Encerrado,9 de nov. de 2020,1603530600017202000016,10159093000236,VIMEZER FORNC DE SERV LTDA,ELETRODUTO,METRO,250,7.72,1930
Encerrado,9 de nov. de 2020,1603530600017202000023,10159093000236,VIMEZER FORNC DE SERV LTDA,"EQUIPAMENTO , DISPOSITIVO - TROCA DE FUSIVEL",UNIDADE,15,114.9,1723.5
Encerrado,9 de nov. de 2020,1603530600017202000009,10159093000236,VIMEZER FORNC DE SERV LTDA,BRAÇADEIRA CABO AÇO,UNIDADE,250,6.5,1625
Encerrado,9 de nov. de 2020,1603530600017202000006,10159093000236,VIMEZER FORNC DE SERV LTDA,CHAVE FUSÍVEL DISTRIBUIÇÃO,UNIDADE,6,193,1158
Encerrado,9 de nov. de 2020,1603530600017202000028,10159093000236,VIMEZER FORNC DE SERV LTDA,CAIXA PASSAGEM,UNIDADE,250,3.9,975
Encerrado,9 de nov. de 2020,1603530600017202000018,10159093000236,VIMEZER FORNC DE SERV LTDA,LÂMPADA LED,UNIDADE,10,76,760
Encerrado,9 de nov. de 2020,1603530600017202000022,10159093000236,VIMEZER FORNC DE SERV LTDA,"EQUIPAMENTO , DISPOSITIVO - TROCA DE FUSIVEL",UNIDADE,15,45,675
Encerrado,9 de nov. de 2020,1603530600017202000010,10159093000236,VIMEZER FORNC DE SERV LTDA,ARRUELA ALUMINIO,UNIDADE,100,6.35,635
Encerrado,9 de nov. de 2020,1603530600017202000003,10159093000236,VIMEZER FORNC DE SERV LTDA,TERMINAL CABO,UNIDADE,100,5.95,595
Encerrado,9 de nov. de 2020,1603530600017202000004,10159093000236,VIMEZER FORNC DE SERV LTDA,TERMINAL CABO,UNIDADE,100,4.9,490
Encerrado,9 de nov. de 2020,1603530600017202000012,10159093000236,VIMEZER FORNC DE SERV LTDA,BUCHA,UNIDADE,100,4.5,450
Encerrado,9 de nov. de 2020,1603530600017202000027,10159093000236,VIMEZER FORNC DE SERV LTDA,CAIXA PASSAGEM,UNIDADE,250,1.75,437.5
Encerrado,9 de nov. de 2020,1603530600017202000025,10159093000236,VIMEZER FORNC DE SERV LTDA,TERMINAL CABO,UNIDADE,100,3.75,375
Encerrado,9 de nov. de 2020,1603530600017202000011,10159093000236,VIMEZER FORNC DE SERV LTDA,ARRUELA ALUMINIO,UNIDADE,100,3.5,350
Encerrado,9 de nov. de 2020,1603530600017202000014,10159093000236,VIMEZER FORNC DE SERV LTDA,DISJUNTOR BAIXA TENSÃO,UNIDADE,40,8,320
Encerrado,9 de nov. de 2020,1603530600017202000002,10159093000236,VIMEZER FORNC DE SERV LTDA,TERMINAL CABO,UNIDADE,100,1.9,190
Encerrado,30 de out. de 2020,1603190600043202000005,23942924000102,ECOLOGICA IMUNIZACOES E SERVICOS LTDA.,"MANUTENÇÃO , HIGIENIZAÇÃO DE RESERVATÓRIO DE ÁGUA POTÁVEL",UNIDADE,1,10400,10400
Encerrado,30 de out. de 2020,1603190600043202000004,23942924000102,ECOLOGICA IMUNIZACOES E SERVICOS LTDA.,SERVIÇO ESPECIALIZADO DE LIMPEZA,UNIDADE,1,9801.6,9801.6
Encerrado,30 de out. de 2020,1603190600043202000001,23942924000102,ECOLOGICA IMUNIZACOES E SERVICOS LTDA.,"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO",UNIDADE,4,983.2,3932.8
Encerrado,30 de out. de 2020,1603190600043202000002,23942924000102,ECOLOGICA IMUNIZACOES E SERVICOS LTDA.,"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO",UNIDADE,4,983.2,3932.8
Encerrado,30 de out. de 2020,1603190600043202000003,23942924000102,ECOLOGICA IMUNIZACOES E SERVICOS LTDA.,"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO",UNIDADE,4,983.2,3932.8
Encerrado,27 de out. de 2020,1600120600053202000001,36845791000106,ACG SERVICOS E TRANSPORTES LTDA,LIMPEZA URBANA,UNIDADE,36000,1,36000
Encerrado,27 de out. de 2020,1603460600073202000001,5204780000105,ESTALEIRO BIBI EIRELI,MANUTENÇÃO DE EMBARCAÇÕES,UNIDADE,1,3000,3000
Encerrado,21 de out. de 2020,1602020600032202000001,1511010000154,MOTORPECAS MAQUINAS MOTORES IRRIGACAO E PECAS LTDA,TUBO FERRO GALVANIZADO,UNIDADE,35,252.3,8830.5
Encerrado,19 de out. de 2020,1602790600032202000001,16478942000110,FGP ANDRADE TRANSPORTES E LOCACAO LTDA,"COLETA DE LIXO - RESIDENCIAL , COMERCIAL , INDUSTRIAL",UNIDADE,1,43532.52,43532.52
Encerrado,19 de out. de 2020,1605220600116202000001,26240632000116,DENTAL HIGIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES EIRELI,CAMPO CIRÚRGICO,UNIDADE,179,27.9,4994.1
Encerrado,15 de out. de 2020,1603990600190202000001,2823683000102,CAPRICORN TECHNOLOGIES DO BRASIL LTDA,REAGENTE PARA DIAGNÓSTICO CLÍNICO 7,UNIDADE,6400,20,128000
Encerrado,14 de out. de 2020,1603530600042202000002,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,CABO ELÉTRICO FLEXÍVEL,METRO,500,37.45,18725
Encerrado,14 de out. de 2020,1603530600042202000017,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,DISJUNTOR BAIXA TENSÃO,UNIDADE,8,1958,15664
Encerrado,14 de out. de 2020,1603530600042202000020,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,PAINEL DE INDICADOR ELETRICO,UNIDADE,20,702,14040
Encerrado,14 de out. de 2020,1603530600042202000018,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,PAINEL DE INDICADOR ELETRICO,UNIDADE,20,577.5,11550
Encerrado,14 de out. de 2020,1603530600042202000019,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,BARRAMENTO COBRE,METRO,30,311,9330
Encerrado,14 de out. de 2020,1603530600042202000012,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,CABO ELÉTRICO FLEXÍVEL,METRO,200,41.15,8230
Encerrado,14 de out. de 2020,1603530600042202000013,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,CABO ELÉTRICO FLEXÍVEL,METRO,500,11.55,5775
Encerrado,14 de out. de 2020,1600280600151202000001,30680100000177,JONATHAN THIAGO OLIVEIRA LIMA 13445158789,TAPETE,UNIDADE,32,99.25,3176
Encerrado,14 de out. de 2020,1603530600042202000003,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,TOMADA,UNIDADE,400,6.8,2720
Encerrado,14 de out. de 2020,1603530600042202000014,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,CABO ELÉTRICO FLEXÍVEL,METRO,750,3,2250
Encerrado,14 de out. de 2020,1603530600042202000024,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,ALICATE COMPRESSÃO HIDRÁULICO,UNIDADE,3,657,1971
Encerrado,14 de out. de 2020,1603530600042202000004,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,TOMADA,UNIDADE,400,3.8,1520
Encerrado,14 de out. de 2020,1602190600091202000001,5134822000189,ROSEMAR EDUVIRGEM MUNIZ,RESERVATÓRIO,UNIDADE,4,312,1248
Encerrado,14 de out. de 2020,1600280600151202000002,30680100000177,JONATHAN THIAGO OLIVEIRA LIMA 13445158789,TAPETE,UNIDADE,5,169.6,848
Encerrado,14 de out. de 2020,1603530600042202000009,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,BRAÇADEIRA CABO AÇO,UNIDADE,250,3.28,820
Encerrado,14 de out. de 2020,1603530600042202000008,29628340000143,PERIN 4V MATERIAIS DE CONSTRUCAO LTDA,ISOLADOR ELETRONICO,UNIDADE,15,53.8,807
